Random,Date,Hour,Cloud coverage,Visibility,Temperature,Dew point,Relative humidity,Wind speed,Station pressure,Altimeter,Solar energy,(Inverter),
0.140105606755242,2/1/2016,6,0,9.92,0.37,-0.01,89.12,4.72,29.19,29.98,0,,277
0.385420773178339,2/1/2016,7,0,10,0.47,-0.04,90.08,6,29.2,29.99,84.29,,
0.611760803498328,2/1/2016,8,0.14,9.92,0.89,0.3,92,2.76,29.22,30.01,531,,
0.522021810524166,2/1/2016,9,0.92,10,1.97,0.41,86.12,5.56,29.24,30.04,923.75,,
0.184641437837854,2/1/2016,10,0.46,10,3.15,1.07,82.48,2.12,29.27,30.06,1947.75,,
0.88892625272274,2/1/2016,11,0.42,10,4.5,1.05,75.88,0,29.27,30.06,3562,,
0.126027731457725,2/1/2016,12,0,10,6.16,1.26,68.96,0,29.26,30.05,4236.5,,
0.901217197300866,2/1/2016,13,0,10,7.56,1.41,64.48,0,29.25,30.04,3913,,
0.860932748764753,2/1/2016,14,0,10,8.47,0.63,57.12,3.72,29.24,30.03,3189.25,,
0.151756008388475,2/1/2016,15,0,10,8.78,-0.2,51.76,2.04,29.23,30.02,1687.75,,
0.199963972438127,2/1/2016,16,0,10,8.49,-0.21,54.2,3.2,29.24,30.03,453.93,,
0.050149674760178,2/1/2016,17,0,10,5.86,0.44,64.64,3.16,29.26,30.05,9.13,,
0.605093887075782,2/2/2016,6,0.92,5.04,2.07,0.54,89.8,14.08,29.19,29.98,0,,
0.052206431515515,2/2/2016,7,0.92,5.76,2.51,0.67,86.8,18,29.13,29.92,31.35,,
0.353925456525758,2/2/2016,8,0.92,5,2.63,1.06,88.84,17.92,29.08,29.87,116.1,,
0.938556236447766,2/2/2016,9,1,6.35,3.34,1.65,86.89,18.3,29.01,29.81,172.5,,
0.917970469687134,2/2/2016,10,0.99,5.22,3.95,2.22,87.26,20.18,28.95,29.75,205,,
0.334973147371784,2/2/2016,11,1,7.35,5.04,3.16,86.38,21.5,28.9,29.68,274,,
0.054550208617002,2/2/2016,12,1,5.93,6.34,4.93,90.56,20.46,28.85,29.64,325,,
0.6127239104826,2/2/2016,13,1,1,7.96,7.07,97.28,17.56,28.81,29.59,256.5,,
0.307322762208059,2/2/2016,14,1,0.92,9.99,9.27,97.38,15.76,28.76,29.54,133.75,,
0.246988140512258,2/2/2016,15,1,3.15,11.87,11.02,96,20.92,28.72,29.5,182.5,,
0.89428422274068,2/2/2016,16,1,4.68,12.79,11.72,95.2,17.96,28.71,29.49,115.5,,
0.790811387356371,2/2/2016,17,0.83,7.26,13.51,12.56,94.26,17.15,28.69,29.47,2.93,,
0.615992594743148,2/3/2016,6,0.16,10,2.47,0.22,79.12,15.36,28.83,29.61,0.68,,
0.229853937402368,2/3/2016,7,0.56,10,1.86,-0.17,81.04,11.72,28.85,29.63,303.38,,
0.8631357899867,2/3/2016,8,0.98,10,2.47,0.23,80.04,15.23,28.88,29.67,327.75,,
0.389588131336495,2/3/2016,9,1,10,3.14,0.42,79,20.56,28.91,29.7,337.75,,
0.266658559208736,2/3/2016,10,1,10,3.13,1.02,81.88,19.4,28.94,29.73,205,,
0.14066085871309,2/3/2016,11,1,7.44,2.78,1.22,86.8,21.4,28.96,29.75,250.5,,
0.931077539222315,2/3/2016,12,1,5.3,2.05,1.05,88.7,22.35,28.98,29.77,378.75,,
0.596566214226186,2/3/2016,13,1,9.74,1.58,0.39,88.58,21.59,29,29.79,310,,
0.845994155621156,2/3/2016,14,1,9.89,1.1,-0.08,87.56,22.57,29.05,29.84,256.25,,
0.204135246807709,2/3/2016,15,1,10,0.31,-0.77,88.58,19,29.08,29.88,353.75,,
0.317885392112657,2/3/2016,16,1,10,-0.22,-1.66,85.76,21.16,29.13,29.92,62.8,,
0.621821894776076,2/3/2016,17,1,10,-0.54,-2.36,84.2,19.72,29.17,29.96,0.74,,
0.859536161879078,2/4/2016,6,1,10,-4.76,-7.75,75.92,13.68,29.42,30.22,0,,
0.605889388592914,2/4/2016,7,0.42,10,-5.41,-8.68,75.44,12.08,29.45,30.25,243.54,,
0.299583084415644,2/4/2016,8,0.3,10,-5.49,-8.8,74.57,11.88,29.46,30.26,1750.25,,
0.691934931324795,2/4/2016,9,0.29,10,-4.75,-8.5,71.64,12.6,29.48,30.28,3386,,
0.850270385853946,2/4/2016,10,0.15,10,-3.81,-8.15,69.84,10.76,29.49,30.29,4258.25,,
0.842819575453177,2/4/2016,11,0,10,-2.86,-7.78,66.84,8.72,29.47,30.27,4610.25,,
0.919720882317051,2/4/2016,12,0.28,10,-1.92,-6.76,67.72,10.44,29.46,30.26,4617.25,,
0.15592643385753,2/4/2016,13,0,10,-1.19,-6.52,64.52,10.64,29.45,30.25,4278.25,,
0.532147923484445,2/4/2016,14,0,10,-0.49,-6.05,64.84,8.08,29.44,30.24,3491.75,,
0.647046876838431,2/4/2016,15,0,10,0.1,-5.54,63.8,8.72,29.45,30.25,1941,,
0.515575999161229,2/4/2016,16,0,10,0.12,-5.36,64.96,7.68,29.47,30.27,542,,
0.476681586820632,2/4/2016,17,0,10,-0.6,-4.66,69.2,4.84,29.49,30.29,12.84,,
0.06079013296403,2/5/2016,6,0.56,9.96,-3.37,-4.33,87.27,7.23,29.53,30.33,0.37,,
0.128790913848206,2/5/2016,7,0.98,6.42,-2.93,-3.86,87.58,9.42,29.55,30.35,107.35,,
0.091805839911103,2/5/2016,8,0.92,9.73,-2.74,-4.65,84.08,10,29.57,30.37,652.25,,
0.24148602806963,2/5/2016,9,0.75,10,-1.9,-4.38,76.42,11.31,29.58,30.38,768.25,,
0.215342457639053,2/5/2016,10,1,10,-1.58,-4.41,75.62,8.85,29.59,30.39,1127,,
0.617031067144126,2/5/2016,11,1,10,-1.34,-4.07,77.04,8.64,29.59,30.39,1213.5,,
0.955016633030027,2/5/2016,12,1,10,-0.96,-4.04,76.92,8.72,29.58,30.38,1881.5,,
0.084814212052152,2/5/2016,13,1,10,-0.57,-4.03,74.76,6.04,29.56,30.36,1567.25,,
0.973897417541593,2/5/2016,14,1,10,-0.35,-4.03,74.76,7.36,29.57,30.37,1291.25,,
0.347957033663988,2/5/2016,15,1,10,-0.1,-4.1,72.84,6.36,29.57,30.37,710.25,,
0.474290345795453,2/5/2016,16,1,10,-0.15,-3.85,74.76,5,29.58,30.38,304.13,,
0.159742264775559,2/5/2016,17,0.97,10,-0.7,-4.07,75.56,4.74,29.58,30.39,10.74,,
0.921784736216068,2/6/2016,6,1,7,-3.27,-4.39,91.72,3.8,29.51,30.31,1.51,,
0.257182862609625,2/6/2016,7,0.79,5.68,-3.21,-3.66,91.04,4.28,29.52,30.32,228.13,,
0.108210650971159,2/6/2016,8,0.16,5,-2.18,-3.15,89.92,6.92,29.52,30.32,1652.75,,
0.518555094255134,2/6/2016,9,0,5.72,-0.32,-2.05,87.56,7.36,29.52,30.32,3167.75,,
0.969557640841231,2/6/2016,10,0,9.92,1.93,-1.72,75.16,8.04,29.51,30.31,3987.75,,
0.699244051007554,2/6/2016,11,0,10,3.8,-0.97,67.88,8,29.48,30.28,4331.5,,
0.403330767527223,2/6/2016,12,0,10,5.39,-0.72,63.4,7.76,29.45,30.25,4356.25,,
0.381470015039667,2/6/2016,13,0,10,6.66,-0.11,59.92,10,29.43,30.23,4026.75,,
0.559873132500798,2/6/2016,14,0,10,7.49,0.37,59.76,10.76,29.4,30.2,3248.5,,
0.052150216652081,2/6/2016,15,0,10,7.66,0.49,60.8,10.32,29.39,30.19,1842.5,,
0.422645699465647,2/6/2016,16,0,10,7.07,0.93,62.8,7.48,29.39,30.19,514.75,,
0.217990886420012,2/6/2016,17,0,10,4.04,0.98,75.36,5.4,29.38,30.18,16.83,,
0.109606619458646,2/7/2016,6,0.14,10,2.15,-0.82,76.12,12.28,29.18,29.97,0.79,,
0.144683773629367,2/7/2016,7,0,10,2.4,-0.89,70.36,12.28,29.16,29.95,271.78,,
0.771255114348605,2/7/2016,8,0,10,2.96,-0.76,71.08,16.6,29.15,29.94,1249.5,,
0.119190916186199,2/7/2016,9,0,10,3.96,-0.61,70.2,17.96,29.12,29.91,3165.5,,
0.074684461811557,2/7/2016,10,0,10,5.85,0.49,66.92,19.24,29.11,29.9,3874.25,,
0.441827247850597,2/7/2016,11,0,10,7.77,1.47,62.8,19.36,29.08,29.87,3550.5,,
0.967679465422407,2/7/2016,12,0,10,8.82,1.47,60.16,18.88,29.05,29.84,4285.25,,
0.152407473651692,2/7/2016,13,0.28,10,9.12,2.36,61.36,18,29.03,29.82,2876.25,,
0.053299388149753,2/7/2016,14,0.28,10,8.98,2.42,62.4,18.88,29.01,29.8,2008.25,,
0.636165205622092,2/7/2016,15,0.14,10,8.28,2.25,63.8,17.8,29.01,29.8,922.75,,
0.719250382157043,2/7/2016,16,0.14,10,7.12,2.37,70.68,13.28,29.03,29.82,334.75,,
0.693691953318194,2/7/2016,17,0.15,10,5.74,2.05,71.64,12.44,29.04,29.83,19.33,,
0.15750661608763,2/8/2016,6,1,6.7,0.54,-0.05,92,8.37,28.89,29.67,0,,
0.090761477593333,2/8/2016,7,1,3.22,0.04,-0.73,92.82,10.85,28.89,29.68,44.17,,
0.813976174220443,2/8/2016,8,1,8,-0.89,-1.85,89.8,14.64,28.91,29.69,112.35,,
0.354480576235801,2/8/2016,9,1,9.96,-2.34,-4.65,79.04,18.16,28.92,29.71,341,,
0.360776428598911,2/8/2016,10,1,10,-3.25,-5.12,79.12,18.88,28.94,29.73,727,,
0.265956645365804,2/8/2016,11,1,4.42,-3.55,-5.68,81.07,20.86,28.95,29.74,1053.5,,
0.132568708620965,2/8/2016,12,1,7.32,-3.6,-6.23,78.12,16.52,28.95,29.73,1110.25,,
0.075833206996322,2/8/2016,13,1,5.19,-4.24,-7.3,75.21,16.99,28.95,29.74,694.75,,
0.697878850856796,2/8/2016,14,1,1.78,-4.87,-6.8,82.31,16.86,28.96,29.76,370,,
0.871562201529741,2/8/2016,15,1,1.94,-5.22,-6.93,83.61,15.71,28.98,29.77,414,,
0.697973209898919,2/8/2016,16,1,4.42,-5.2,-7.21,82,14.88,28.99,29.78,183,,
0.646714117145166,2/8/2016,17,1,8.3,-5.43,-7.83,79.22,16.81,29.01,29.8,5.83,,
0.530941119650379,2/9/2016,6,1,8.36,-7.32,-9.58,79.56,14.32,29.01,29.8,0.3,,
0.907629085006192,2/9/2016,7,1,4.66,-7.77,-9.83,82.08,15.6,29.03,29.83,109.58,,
0.005323732970282,2/9/2016,8,1,4.04,-7.79,-9.99,81.72,15.35,29.04,29.84,389.25,,
0.91454641520977,2/9/2016,9,1,3.48,-7.53,-10.06,78.32,16.86,29.05,29.85,638,,
0.916248962050304,2/9/2016,10,1,1.98,-7.52,-9.68,81.77,19.54,29.07,29.86,720,,
0.378368739737198,2/9/2016,11,1,1.85,-7.41,-9.72,81.51,21.46,29.08,29.87,977.5,,
0.74021555040963,2/9/2016,12,1,2.62,-7.47,-10.37,77.75,19.63,29.08,29.87,1352.5,,
0.17635713214986,2/9/2016,13,0.93,3.25,-7.3,-10.62,74.11,21.48,29.07,29.87,1254,,
0.932781764306128,2/9/2016,14,1,4.71,-7.1,-10.81,72.08,20.12,29.09,29.88,642,,
0.164681350346655,2/9/2016,15,1,4.78,-7.12,-10.71,73.38,20.35,29.12,29.91,517.5,,
0.632490904536098,2/9/2016,16,1,3.84,-7.5,-10.8,76.26,18.68,29.14,29.94,184.88,,
0.781831570668146,2/9/2016,17,1,6.98,-7.71,-11.29,72.96,15.92,29.16,29.95,10.14,,
0.634368656668812,2/10/2016,6,0,10,-13.94,-15.79,76.16,8.96,29.26,30.05,2.41,,
0.254253479186445,2/10/2016,7,0,10,-13.83,-15.95,76.28,9.6,29.27,30.06,322.55,,
0.385733851464465,2/10/2016,8,0,10,-11.7,-15.46,70.24,14.6,29.28,30.07,1287.25,,
0.208271900424734,2/10/2016,9,0,10,-10.71,-15.06,67.12,17.44,29.3,30.09,2402.25,,
0.11039010877721,2/10/2016,10,0.28,10,-9.8,-14.84,64.44,14.64,29.3,30.09,3605.75,,
0.679561668774113,2/10/2016,11,0,10,-9.02,-13.98,65.6,13.04,29.29,30.08,3823.25,,
0.491242652060464,2/10/2016,12,0.28,10,-8.06,-13.47,63.92,11.12,29.28,30.07,3286.75,,
0.421221937052906,2/10/2016,13,0.29,10,-7.33,-13.09,61.24,11.76,29.26,30.05,2443,,
0.787412819918245,2/10/2016,14,0,10,-6.82,-12.91,60.6,11.76,29.26,30.05,2479.75,,
0.525680912425742,2/10/2016,15,0.38,10,-6.67,-12.92,59.04,10.52,29.27,30.06,880.25,,
0.335988185601309,2/10/2016,16,0.56,10,-6.68,-13.2,57.44,10.2,29.28,30.07,303.75,,
0.321200023405254,2/10/2016,17,0.45,10,-6.97,-13.04,59.64,8.88,29.3,30.09,15.3,,
0.59341037273407,2/11/2016,6,0,10,-12.06,-14.34,78.88,5.36,29.47,30.27,4.2,,
0.026083408854902,2/11/2016,7,0,10,-12.14,-15.65,68.47,8.56,29.48,30.28,542.25,,
0.379093789495528,2/11/2016,8,0,10,-10.42,-15.16,65.2,8.44,29.5,30.3,2208,,
0.69341550883837,2/11/2016,9,0,10,-8.95,-14.83,61.56,8.36,29.52,30.32,3659.25,,
0.925180565100163,2/11/2016,10,0,10,-7.91,-15.4,52.64,7.4,29.53,30.33,4471.25,,
0.495807640254498,2/11/2016,11,0,10,-7.11,-15.49,49.56,5.72,29.53,30.33,4673.75,,
0.263428322505206,2/11/2016,12,0,10,-6.33,-15.11,48.52,5.4,29.52,30.32,4670.25,,
0.991445241961628,2/11/2016,13,0,10,-5.77,-15.09,47.92,1.2,29.51,30.31,4464,,
0.607930689817295,2/11/2016,14,0,10,-5.21,-14.1,50.08,3.2,29.51,30.31,3738,,
0.801965556107461,2/11/2016,15,0,10,-4.93,-13.44,50.56,4.08,29.5,30.3,2381.5,,
0.302622740389779,2/11/2016,16,0,10,-5.24,-13.56,49.6,1.92,29.51,30.31,570.75,,
0.646722431993112,2/11/2016,17,0,10,-5.62,-13.46,52.72,0,29.51,30.31,27.93,,
0.433260206831619,2/12/2016,6,1,7.6,-6.22,-7.53,87.08,4.54,29.39,30.19,0.2,,
0.106250684941188,2/12/2016,7,1,10,-5.82,-6.91,87.08,6.65,29.4,30.2,62.8,,
0.273875176906586,2/12/2016,8,1,10,-5.22,-6.29,86.96,9.62,29.39,30.19,293,,
0.229775208048522,2/12/2016,9,1,10,-4.57,-6.4,80.2,12.92,29.39,30.19,352.5,,
0.326640367973596,2/12/2016,10,1,9.96,-3.98,-6.44,78.27,15.96,29.4,30.2,664.25,,
0.058387592434883,2/12/2016,11,1,7.44,-3.57,-6.27,78,15.32,29.39,30.19,702.5,,
0.775990545982495,2/12/2016,12,1,6.12,-3.54,-6.09,79.08,18.08,29.39,30.19,555.75,,
0.250455773202702,2/12/2016,13,1,6.96,-3.22,-6.95,73.15,20.73,29.39,30.19,1569.5,,
0.91485095070675,2/12/2016,14,1,10,-2.96,-8.59,63.07,23.04,29.39,30.19,1646.25,,
0.256745766149834,2/12/2016,15,0.74,10,-3.07,-10.04,57.48,22.36,29.41,30.21,1501,,
0.79269375000149,2/12/2016,16,0.31,10,-2.99,-11.06,51.92,22.24,29.42,30.22,674.25,,
0.930560979293659,2/12/2016,17,0.14,10,-4.25,-12.38,50.36,19.48,29.46,30.26,35.88,,
0.508416027761996,2/13/2016,6,0,10,-14.88,-19.93,62.04,6.32,29.78,30.58,5.51,,
0.372627304168418,2/13/2016,7,0,10,-14.93,-20.09,62.16,6.08,29.79,30.59,503,,
0.270936757326126,2/13/2016,8,0,10,-13.58,-20.54,55.08,7.48,29.8,30.61,2089.75,,
0.040948850801215,2/13/2016,9,0,10,-12.32,-19.86,53,9.36,29.81,30.62,3774,,
0.945994847454131,2/13/2016,10,0,10,-10.96,-19.2,50.24,10.04,29.81,30.62,4549.75,,
0.099857824621722,2/13/2016,11,0,10,-9.75,-18.72,48.24,9.28,29.8,30.61,4707,,
0.368498126044869,2/13/2016,12,0,10,-8.82,-17.76,48.04,7.76,29.79,30.59,4664.5,,
0.180759710492566,2/13/2016,13,0,10,-7.85,-17.36,44.84,7.68,29.77,30.57,4592.75,,
0.31789744249545,2/13/2016,14,0,10,-7.32,-17.08,43.56,8.28,29.74,30.54,3525.75,,
0.373418014962226,2/13/2016,15,0,10,-6.95,-17.08,42.84,8.96,29.74,30.54,1998.5,,
0.656790426000953,2/13/2016,16,0,10,-7.24,-17.58,41.08,5.16,29.73,30.53,401,,
0.880130562232807,2/13/2016,17,0,10,-7.69,-17.95,42.36,3.08,29.71,30.51,19.78,,
0.531680427724496,2/14/2016,6,1,4.56,-8.94,-11.44,77.92,15.72,29.54,30.34,0.42,,
0.057043973123655,2/14/2016,7,1,5.84,-8.76,-11.16,78.44,17.16,29.5,30.3,110.28,,
0.249789874302223,2/14/2016,8,1,9.04,-8.43,-11.16,77.16,19.44,29.46,30.26,316.25,,
0.090598855633289,2/14/2016,9,1,10,-8.11,-11.16,75.24,18.44,29.46,30.26,358.5,,
0.603444040520117,2/14/2016,10,1,1.95,-7.71,-10.31,78.71,17.49,29.43,30.23,422.75,,
0.327856627991423,2/14/2016,11,1,1.12,-7.58,-9.21,85.38,16.96,29.4,30.2,749,,
0.353553322842345,2/14/2016,12,1,0.78,-7.39,-8.78,86.43,15.46,29.37,30.16,815.25,,
0.165740544442087,2/14/2016,13,1,0.72,-6.91,-8.45,86.76,14.65,29.32,30.12,1432.75,,
0.43312118249014,2/14/2016,14,1,1.9,-6.62,-8.29,84,15.69,29.3,30.09,1043,,
0.939693276304752,2/14/2016,15,1,6,-6.62,-8.43,84,16.74,29.27,30.06,562.25,,
0.603299333713949,2/14/2016,16,1,10,-6.58,-8.22,81,14.88,29.26,30.05,102.83,,
0.97431490663439,2/14/2016,17,1,4.38,-6.6,-8.24,84.19,14,29.26,30.05,6.85,,
0.271668477682397,2/15/2016,6,1,5,-4.1,-4.52,94.72,6.76,29.13,29.92,0.95,,
0.762297303415835,2/15/2016,7,1,3.08,-3.83,-4.14,94.56,6.72,29.14,29.93,88.08,,
0.591836996143684,2/15/2016,8,1,2.83,-3.33,-3.72,95.7,7.11,29.14,29.93,395.75,,
0.621444278163835,2/15/2016,9,1,2.98,-2.65,-2.8,94.56,7.16,29.13,29.92,1000.5,,
0.561132803559303,2/15/2016,10,1,2.37,-2.02,-2.15,94.52,7.96,29.13,29.92,1279.25,,
0.507313116453588,2/15/2016,11,1,2.42,-1.53,-1.52,92.16,7.72,29.11,29.9,1204,,
0.790615854319185,2/15/2016,12,1,2.23,-1.35,-1.45,93.38,7.62,29.08,29.87,1200.75,,
0.695034758420661,2/15/2016,13,1,2.12,-1.13,-1.18,95.84,6,29.07,29.86,1038.25,,
0.842665270669386,2/15/2016,14,1,2.77,-0.85,-1.11,92,6.27,29.06,29.86,653.5,,
0.069733354030177,2/15/2016,15,1,2.96,-0.89,-0.91,95.56,6.15,29.06,29.86,537,,
0.085350872250274,2/15/2016,16,1,3.75,-0.88,-0.94,94.62,4.46,29.06,29.85,275.25,,
0.26010478916578,2/15/2016,17,1,2.13,-0.82,-0.63,95.84,4.72,29.06,29.85,18.68,,
0.450441559543833,2/16/2016,6,0.94,10,-5.35,-5.12,90.62,2.69,29.03,29.82,14.64,,
0.257276957854629,2/16/2016,7,0.91,7.21,-4.51,-5.12,87.68,3.28,29.03,29.82,220.33,,
0.285492675611749,2/16/2016,8,0.66,7.04,-3.94,-4.79,90.44,3.44,29.03,29.82,980.75,,
0.179848188301548,2/16/2016,9,0.35,7.11,-2.87,-4.5,86.63,5.22,29.03,29.82,3130.5,,
0.081443190108985,2/16/2016,10,0.52,7.08,-1.37,-3.54,84.04,5.72,29.05,29.84,3950.75,,
0.029564852826297,2/16/2016,11,0.24,7.08,0.02,-2.79,81.16,7.08,29.05,29.84,4465.75,,
0.947031354764476,2/16/2016,12,0.56,8.08,1.29,-2.1,81.04,9.24,29.04,29.83,4632.5,,
0.26944164885208,2/16/2016,13,0.96,8.04,1.72,-1.45,83.8,7.72,29.04,29.83,4101,,
0.517543299123645,2/16/2016,14,0.93,7.22,2.39,-1.11,81.12,8.56,29.04,29.83,3569.25,,
0.895265304250643,2/16/2016,15,0.96,7.08,2.35,-1.02,81.64,7.32,29.05,29.84,2020.5,,
0.164989962242544,2/16/2016,16,1,8.08,2.03,-1.1,81.53,4.68,29.07,29.86,412.5,,
0.901518166763708,2/16/2016,17,1,6.48,1.33,-1,83.68,0.2,29.09,29.88,27.43,,
0.777945592766628,2/17/2016,6,0,6.36,-2.16,-3.65,89.92,6.68,29.35,30.15,12.94,,
0.022764922352508,2/17/2016,7,0.24,5.08,-2,-3.74,87.56,4.72,29.38,30.18,596.5,,
0.800559911178425,2/17/2016,8,0.97,7.08,0.27,-2.65,80.73,5.69,29.41,30.21,984,,
0.129349217982963,2/17/2016,9,1,8.04,0.8,-2.53,77.8,8.56,29.44,30.24,647,,
0.730397881707177,2/17/2016,10,1,9.96,1.21,-3.17,72.04,6.68,29.45,30.25,1374.25,,
0.896596214268357,2/17/2016,11,1,10,1.56,-2.68,73.72,6.52,29.46,30.26,1453.75,,
0.687268543289974,2/17/2016,12,1,10,1.69,-2.33,75.64,6.92,29.46,30.26,1040,,
0.672224373323843,2/17/2016,13,1,10,1.68,-2.24,76.49,6.68,29.46,30.26,675.5,,
0.408537944313139,2/17/2016,14,1,9.96,1.56,-2.45,77.68,6.64,29.47,30.27,376,,
0.261220464250073,2/17/2016,15,1,9.92,1.4,-2.43,78.43,5.77,29.49,30.29,275,,
0.941608731634915,2/17/2016,16,1,9.82,0.94,-2.56,77.4,6.25,29.49,30.29,226,,
0.922721224837005,2/17/2016,17,1,9.92,0.43,-2.45,77.92,2.8,29.5,30.3,22.29,,
0.333738851826638,2/18/2016,6,0.73,6.96,-0.5,-1.55,87.56,10.32,29.56,30.36,7.7,,
0.909556838450953,2/18/2016,7,0.14,4.32,-0.52,-1.52,89.96,9.4,29.57,30.37,391.5,,
0.678212450351566,2/18/2016,8,0.01,4.64,0.53,-1.18,86.28,11.4,29.58,30.38,1075,,
0.926686062244698,2/18/2016,9,0.88,5,1.85,-0.72,82.96,14.68,29.58,30.38,2000,,
0.361409568693489,2/18/2016,10,0.71,6.32,3.19,-0.15,80.8,15.96,29.57,30.37,2403,,
0.868691559415311,2/18/2016,11,0,7,4.78,0.54,75.88,20.24,29.54,30.34,3770.75,,
0.520775544224307,2/18/2016,12,0.14,7.04,5.9,1.61,74.2,23.96,29.5,30.3,3012.25,,
0.717993575381115,2/18/2016,13,0.63,8,6.79,2.22,69.92,21.72,29.46,30.26,2474,,
0.619082414777949,2/18/2016,14,0.82,9,7.19,2.06,68.2,22,29.4,30.2,2528,,
0.804402837529779,2/18/2016,15,0.39,9.96,7.19,1.8,67.24,20.24,29.37,30.17,1408.5,,
0.632650749990717,2/18/2016,16,0.29,9.96,6.57,1.73,68.96,21.68,29.32,30.11,294.5,,
0.041157734347507,2/18/2016,17,0.65,9.92,5.84,1.58,72.28,16.84,29.29,30.08,44.48,,
0.012681582011283,2/19/2016,6,0,10,7.02,3.31,78.68,17.24,28.96,29.75,11.21,,
0.025905989576131,2/19/2016,7,0,10,8.63,4.23,71.32,21.92,28.95,29.74,500.75,,
0.984373433981091,2/19/2016,8,0,10,10.72,5.18,66,23.4,28.95,29.73,1144.25,,
0.331963957287371,2/19/2016,9,0,10,12.13,6.47,65.92,23.04,28.95,29.73,1413.5,,
0.401927943341434,2/19/2016,10,0,10,13.23,7.38,66.88,23.56,28.94,29.73,1697.5,,
0.603244576370344,2/19/2016,11,0,10,15.27,8.8,65.6,26.24,28.93,29.72,3390.75,,
0.720827433047816,2/19/2016,12,0.38,10,16.59,10.37,66.52,28.64,28.92,29.71,2660.5,,
0.927983791334555,2/19/2016,13,0.49,10,17.31,8.18,53.4,24.72,28.95,29.74,3365,,
0.434172380715609,2/19/2016,14,0,10,17.42,5.62,45.2,27.92,28.96,29.75,3598.25,,
0.62295397836715,2/19/2016,15,0,10,16.84,5.48,45.76,26.12,28.98,29.77,2113,,
0.424063835525885,2/19/2016,16,0,10,15.87,5.21,48.12,19.88,29.01,29.8,862.5,,
0.813458506716415,2/19/2016,17,0,10,13.61,4.22,51.96,15.92,29.05,29.84,53.88,,
0.72213300736621,2/20/2016,6,0,10,4.16,0.26,67.91,14.16,29.14,29.93,15.74,,
0.645993075799197,2/20/2016,7,0,10,4.84,1.3,69.4,14.2,29.15,29.94,707,,
0.422596802469343,2/20/2016,8,0,10,7.42,2.17,63.76,15.72,29.16,29.95,2252,,
0.336180683458224,2/20/2016,9,0,10,11.4,3.17,55.16,13.04,29.17,29.96,3437.5,,
0.704176265047863,2/20/2016,10,0,10,15.36,2.53,42.88,13.4,29.16,29.95,4200.25,,
0.118494760012254,2/20/2016,11,0,10,16.66,3.55,41.36,11.16,29.16,29.95,4555.5,,
0.609104744624347,2/20/2016,12,0,10,18.17,4.87,41.36,10.2,29.15,29.94,4551,,
0.765951209701598,2/20/2016,13,0,10,19.32,5.09,39.32,14.04,29.12,29.91,4188.75,,
0.568024769425392,2/20/2016,14,0,10,20.16,4.63,36.44,9.8,29.12,29.91,3505.75,,
0.354202845599502,2/20/2016,15,0,10,20.42,4.36,34.72,8.76,29.12,29.91,2432.25,,
0.498825719580054,2/20/2016,16,0,10,19.26,5.58,41.13,7.44,29.13,29.92,909.5,,
0.192890926497057,2/20/2016,17,0,10,15.77,6.44,51,4.36,29.15,29.94,70,,
0.972421566490084,2/21/2016,6,0,10,0.97,0.32,87.76,9.08,29.24,30.03,20.58,,
0.464950346853584,2/21/2016,7,0,10,1.39,0.46,87.76,8.68,29.25,30.05,718.75,,
0.359457946149632,2/21/2016,8,0,10,3.75,1.62,84.12,9.8,29.25,30.04,2279.5,,
0.827512195101008,2/21/2016,9,0,10,5.67,2.14,79.53,10,29.26,30.06,3465,,
0.424678741954267,2/21/2016,10,0,10,7.52,2.83,74.53,10.44,29.28,30.07,4274.75,,
0.045906980521977,2/21/2016,11,0.42,10,8.93,3.08,67,11.72,29.28,30.07,4612.75,,
0.558995261555538,2/21/2016,12,0.42,10,9.88,3.29,65.64,7.76,29.28,30.07,4376,,
0.610267714364454,2/21/2016,13,0.8,10,9.69,3.76,68.13,12.92,29.27,30.06,3272.75,,
0.059499896829948,2/21/2016,14,0.9,10,9.03,3.36,70.35,14.84,29.28,30.07,2739.75,,
0.964491468621418,2/21/2016,15,0.99,10,7.78,2.77,71.84,12.48,29.3,30.09,1271.75,,
0.194088334450498,2/21/2016,16,0.99,10,7.34,2.67,70.88,14.12,29.3,30.09,538.75,,
0.558246131287888,2/21/2016,17,1,10,6.53,2.47,71,11.84,29.31,30.11,22.7,,
0.942849711515009,2/22/2016,6,0.03,10,-1.41,-2.48,87.35,5.04,29.39,30.18,26.95,,
0.747534387046471,2/22/2016,7,0.03,10,-1.01,-2.24,86.54,3.77,29.39,30.18,804,,
0.310294496826828,2/22/2016,8,0,10,1.3,-1.34,80.92,7.4,29.37,30.17,2398.25,,
0.14403645391576,2/22/2016,9,0.04,10,2.99,-1.34,71.04,10.57,29.37,30.17,2637,,
0.412516172043979,2/22/2016,10,0.41,10,4.11,-1.27,65.72,10.68,29.37,30.17,3160.5,,
0.757470527896658,2/22/2016,11,0.33,10,5.2,-0.47,64.74,9.22,29.36,30.16,3718.75,,
0.306153476471081,2/22/2016,12,0.76,10,6.02,-0.14,63.52,3.8,29.36,30.16,2792,,
0.329532638890669,2/22/2016,13,0.81,10,6.85,-0.08,60.67,5.7,29.33,30.13,4249.5,,
0.774433883838356,2/22/2016,14,0.3,10,7.75,0.12,56.69,7.77,29.3,30.1,3634.75,,
